,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
249,MA,2005.0,2.0,3385,"3,134",181.0,4.7,32,160.0,80.58,80.58,50.4,6,50.4,6
250,MA,2005.0,3.0,3418,"3,115",182.0,4.7,31,161.0,77.39,77.39,48.1,4,48.1,4
251,MA,2005.0,4.0,3384,"3,151",183.0,4.4,31,150.0,72.28,72.28,48.3,8,48.3,8
252,MA,2006.0,1.0,3373,"3,075",183.0,5.2,24,174.0,101.77,101.77,58.3,7,58.3,7
253,MA,2006.0,2.0,3401,"3,168",183.0,4.7,20,159.0,74.38,74.38,46.9,6,46.9,6
254,MA,2006.0,3.0,3447,"3,149",183.0,4.8,21,164.0,75.96,75.96,46.2,6,46.2,6
255,MA,2006.0,4.0,3426,"3,191",184.0,4.2,23,145.0,77.59,77.59,53.4,5,53.4,5
256,MA,2007.0,1.0,3413,"3,113",184.0,5.1,22,173.0,101.14,101.14,58.5,9,58.5,9
257,MA,2007.0,2.0,3432,"3,211",185.0,4.4,22,152.0,78.97,78.97,52.0,5,52.0,5
258,MA,2007.0,3.0,3458,"3,191",185.0,4.5,23,155.0,81.41,81.41,52.6,4,52.6,4
259,MA,2007.0,4.0,3431,"3,225",186.0,4.1,30,142.0,78.58,78.58,55.4,6,55.4,6
260,MA,2008.0,1.0,3425,"3,148",187.0,5.1,29,174.0,110.47,110.47,63.6,6,63.6,6
261,MA,2008.0,2.0,3456,"3,232",188.0,4.8,30,167.0,86.79,86.79,51.9,7,51.9,7
262,MA,2008.0,3.0,3505,"3,203",188.0,5.5,25,191.0,95.17,95.18,49.7,5,49.7,6
263,MA,2008.0,4.0,3478,"3,205",189.0,5.8,29,202.0,105.32,105.33,52.1,9,52.1,9
264,MD,2003.0,1.0,2860,"2,259",136.0,5.0,43,144.0,52.09,52.09,36.2,39,36.2,39
265,MD,2003.0,2.0,2885,"2,322",137.0,4.9,40,141.0,44.29,44.29,31.5,36,31.5,36
266,MD,2003.0,3.0,2896,"2,312",135.0,4.8,39,139.0,44.29,44.29,31.9,34,31.9,34
267,MD,2003.0,4.0,2883,"2,331",134.0,4.5,41,129.0,41.29,41.29,32.1,35,32.1,35
268,MD,2004.0,1.0,2866,"2,281",137.0,4.9,41,140.0,48.82,48.82,34.9,37,34.9,37
269,MD,2004.0,2.0,2875,"2,345",138.0,4.5,39,130.0,36.75,36.75,28.3,38,28.3,38
270,MD,2004.0,3.0,2903,"2,333",136.0,4.6,35,134.0,35.62,35.62,26.6,38,26.6,38
271,MD,2004.0,4.0,2896,"2,372",137.0,4.4,31,128.0,33.35,33.35,26.0,39,26.0,39
272,MD,2005.0,1.0,2885,"2,319",139.0,5.0,38,144.0,41.76,41.76,29.1,39,29.1,39
273,MD,2005.0,2.0,2929,"2,385",140.0,4.5,34,133.0,32.85,32.85,24.7,40,24.7,40
274,MD,2005.0,3.0,2962,"2,377",139.0,4.4,33,130.0,32.37,32.37,24.9,36,24.9,36
275,MD,2005.0,4.0,2952,"2,405",139.0,4.0,37,119.0,29.87,29.87,25.0,39,25.0,39
276,MD,2006.0,1.0,2944,"2,362",142.0,4.2,41,123.0,37.09,37.09,30.3,39,30.3,39
277,MD,2006.0,2.0,2981,"2,421",142.0,4.2,34,126.0,29.59,29.59,23.5,40,23.5,40
278,MD,2006.0,3.0,3013,"2,402",141.0,4.4,30,133.0,31.49,31.49,23.7,39,23.7,39
279,MD,2006.0,4.0,3000,"2,434",142.0,3.9,29,117.0,30.46,30.46,26.1,45,26.1,45
280,MD,2007.0,1.0,2969,"2,384",143.0,4.1,37,122.0,39.0,39.0,32.0,37,32.0,37
281,MD,2007.0,2.0,2979,"2,441",144.0,3.7,37,110.0,31.09,31.09,28.4,37,28.4,37
282,MD,2007.0,3.0,3011,"2,418",142.0,3.7,37,112.0,33.25,33.25,29.7,31,29.7,31
283,MD,2007.0,4.0,2998,"2,447",143.0,3.4,42,102.0,36.29,36.29,35.6,28,35.6,28
284,MD,2008.0,1.0,2988,"2,392",144.0,3.8,45,114.0,45.68,45.68,40.1,28,40.1,28
285,MD,2008.0,2.0,3028,"2,440",144.0,4.0,43,122.0,41.33,41.33,33.8,31,33.8,31
286,MD,2008.0,3.0,3056,"2,401",142.0,4.7,38,145.0,45.36,45.36,31.3,29,31.3,29
287,MD,2008.0,4.0,3040,"2,410",142.0,5.4,35,165.0,55.58,55.59,33.8,37,33.8,38
288,MI,2003.0,1.0,5006,"4,209",210.0,7.4,7,370.0,194.71,194.71,52.6,15,52.6,17
289,MI,2003.0,2.0,5050,"4,298",210.0,7.3,5,369.0,151.32,151.32,41.1,22,41.1,22
290,MI,2003.0,3.0,5057,"4,251",211.0,7.3,6,371.0,140.31,140.63,37.8,22,37.9,22
291,MI,2003.0,4.0,5031,"4,309",211.0,6.3,9,319.0,141.04,148.3,44.2,17,46.5,13
292,MI,2004.0,1.0,5016,"4,160",212.0,7.4,7,372.0,204.21,209.79,55.0,11,56.5,10
293,MI,2004.0,2.0,5044,"4,282",214.0,6.7,7,340.0,137.02,137.04,40.3,14,40.3,14
294,MI,2004.0,3.0,5086,"4,244",215.0,7.0,5,356.0,123.44,123.44,34.7,18,34.7,18
295,MI,2004.0,4.0,5078,"4,299",213.0,6.7,6,341.0,121.64,121.64,35.6,22,35.6,22
296,MI,2005.0,1.0,5030,"4,155",213.0,7.6,6,383.0,185.37,185.37,48.4,13,48.4,13
297,MI,2005.0,2.0,5076,"4,287",215.0,6.8,6,343.0,132.98,132.98,38.7,16,38.7,16
298,MI,2005.0,3.0,5100,"4,246",215.0,6.6,7,336.0,122.46,122.46,36.5,18,36.5,18
299,MI,2005.0,4.0,5072,"4,280",214.0,6.2,7,313.0,123.68,123.68,39.5,15,39.5,15
300,MI,2006.0,1.0,5031,"4,127",216.0,7.4,4,372.0,192.65,192.65,51.8,11,51.8,11
301,MI,2006.0,2.0,5064,"4,233",217.0,6.9,3,348.0,140.47,140.47,40.4,12,40.4,12
302,MI,2006.0,3.0,5085,"4,170",219.0,7.3,3,371.0,130.77,130.77,35.2,18,35.2,18
303,MI,2006.0,4.0,5047,"4,197",219.0,6.5,3,330.0,138.75,138.75,42.1,17,42.1,17
304,MI,2007.0,1.0,4984,"4,055",220.0,7.4,3,370.0,192.06,192.06,52.0,14,52.0,14
305,MI,2007.0,2.0,4995,"4,168",222.0,6.9,3,345.0,134.06,134.06,38.9,18,38.9,18
306,MI,2007.0,3.0,5024,"4,127",223.0,7.3,3,365.0,116.68,116.68,32.0,24,32.0,24
307,MI,2007.0,4.0,4977,"4,150",224.0,6.8,3,339.0,126.29,126.29,37.2,25,37.2,25
308,MI,2008.0,1.0,4915,"4,001",226.0,7.7,3,377.0,185.91,185.91,49.3,15,49.3,15
309,MI,2008.0,2.0,4935,"4,075",227.0,7.6,3,377.0,147.82,147.82,39.2,17,39.2,17
310,MI,2008.0,3.0,4941,"4,013",216.0,8.5,3,418.0,143.11,143.11,34.3,19,34.3,19
311,MI,2008.0,4.0,4872,"3,981",213.0,9.0,3,438.0,178.63,178.64,40.8,21,40.8,22
312,MN,2003.0,1.0,2872,"2,494",132.0,5.3,40,153.0,83.45,83.45,54.5,12,54.5,14
313,MN,2003.0,2.0,2903,"2,568",133.0,4.8,41,138.0,61.79,61.79,44.7,16,44.7,16
314,MN,2003.0,3.0,2907,"2,545",133.0,4.6,42,134.0,50.73,50.73,37.8,22,37.8,23
315,MN,2003.0,4.0,2891,"2,562",133.0,4.4,42,128.0,53.32,53.33,41.6,22,41.6,22
316,MN,2004.0,1.0,2881,"2,487",133.0,5.6,34,162.0,80.93,80.93,49.9,14,49.9,14
317,MN,2004.0,2.0,2896,"2,595",133.0,4.5,39,131.0,47.67,47.67,36.4,22,36.4,22
318,MN,2004.0,3.0,2907,"2,578",133.0,4.3,39,124.0,36.18,36.18,29.1,32,29.1,32
319,MN,2004.0,4.0,2890,"2,608",134.0,3.9,44,114.0,40.79,40.79,35.8,21,35.8,21
320,MN,2005.0,1.0,2851,"2,521",133.0,5.1,36,145.0,72.54,72.54,50.2,11,50.2,11
321,MN,2005.0,2.0,2892,"2,619",129.0,4.0,42,116.0,45.03,45.03,38.7,16,38.7,16
322,MN,2005.0,3.0,2898,"2,632",133.0,3.7,43,106.0,34.53,34.53,32.6,23,32.6,23
323,MN,2005.0,4.0,2881,"2,656",133.0,3.7,41,107.0,41.45,41.45,38.6,19,38.6,19
324,MN,2006.0,1.0,2871,"2,588",134.0,4.9,29,141.0,71.48,71.48,50.8,12,50.8,12
325,MN,2006.0,2.0,2884,"2,659",134.0,3.8,40,110.0,44.14,44.14,40.2,14,40.2,14
326,MN,2006.0,3.0,2904,"2,645",135.0,3.7,40,108.0,33.11,33.11,30.5,26,30.5,26
327,MN,2006.0,4.0,2899,"2,658",134.0,3.8,34,111.0,41.84,41.84,37.7,24,37.7,24
328,MN,2007.0,1.0,2887,"2,592",135.0,5.2,19,150.0,73.42,73.42,49.0,16,49.0,16
329,MN,2007.0,2.0,2902,"2,674",136.0,4.5,21,130.0,49.88,49.88,38.4,21,38.4,21
330,MN,2007.0,3.0,2915,"2,669",136.0,4.4,27,128.0,37.88,37.88,29.6,33,29.6,33
331,MN,2007.0,4.0,2892,"2,683",136.0,4.3,25,126.0,50.51,50.51,40.2,17,40.2,17
332,MN,2008.0,1.0,2879,"2,606",137.0,5.5,18,159.0,77.5,77.5,48.8,16,48.8,16
333,MN,2008.0,2.0,2911,"2,671",137.0,5.1,21,148.0,53.56,53.56,36.3,24,36.3,24
334,MN,2008.0,3.0,2939,"2,658",137.0,5.3,30,156.0,44.41,44.42,28.5,34,28.5,34
335,MN,2008.0,4.0,2927,"2,650",136.0,5.7,31,168.0,68.37,68.37,40.7,22,40.7,23
336,MO,2003.0,1.0,2963,"2,528",131.0,5.9,29,175.0,79.01,79.02,45.0,29,45.0,29
337,MO,2003.0,2.0,3006,"2,587",131.0,5.7,27,171.0,65.54,65.54,38.3,26,38.3,26
338,MO,2003.0,3.0,2990,"2,543",131.0,5.8,25,173.0,69.19,69.19,40.0,20,40.0,20
339,MO,2003.0,4.0,2974,"2,583",131.0,5.2,25,155.0,64.12,64.12,41.4,23,41.4,23
340,MO,2004.0,1.0,2967,"2,521",132.0,6.1,22,182.0,76.61,76.61,42.2,27,42.2,27
341,MO,2004.0,2.0,3006,"2,598",132.0,5.7,18,172.0,54.17,54.17,31.6,29,31.6,29
342,MO,2004.0,3.0,3015,"2,561",133.0,6.0,11,182.0,55.25,55.25,30.4,27,30.4,27
343,MO,2004.0,4.0,2997,"2,614",134.0,5.7,12,169.0,52.73,52.73,31.1,28,31.1,28
344,MO,2005.0,1.0,2988,"2,557",135.0,6.4,11,191.0,65.38,65.38,34.3,30,34.3,30
345,MO,2005.0,2.0,3024,"2,636",135.0,5.4,17,164.0,46.55,46.55,28.4,31,28.4,31
346,MO,2005.0,3.0,3022,"2,603",136.0,5.1,24,155.0,46.94,46.94,30.4,27,30.4,27
347,MO,2005.0,4.0,3010,"2,644",137.0,4.8,22,144.0,42.23,42.23,29.3,31,29.3,31
348,MO,2006.0,1.0,2992,"2,600",137.0,5.3,18,158.0,54.44,54.44,34.4,36,34.4,36
349,MO,2006.0,2.0,3042,"2,673",137.0,4.6,26,141.0,42.03,42.03,29.8,30,29.8,30
350,MO,2006.0,3.0,3059,"2,631",138.0,5.0,18,153.0,44.14,44.14,28.8,29,28.8,29
351,MO,2006.0,4.0,3053,"2,681",139.0,4.5,17,139.0,43.28,43.28,31.2,31,31.2,31
352,MO,2007.0,1.0,3033,"2,621",139.0,5.3,14,161.0,57.93,57.93,36.1,31,36.1,31
353,MO,2007.0,2.0,3065,"2,693",139.0,4.7,16,145.0,42.97,42.97,29.7,35,29.7,35
354,MO,2007.0,3.0,3075,"2,652",139.0,5.3,11,162.0,44.48,44.48,27.4,38,27.4,38
355,MO,2007.0,4.0,3059,"2,693",140.0,5.1,12,155.0,42.14,42.14,27.2,41,27.2,41
356,MO,2008.0,1.0,3040,"2,637",140.0,6.0,12,181.0,62.12,62.12,34.3,39,34.3,39
357,MO,2008.0,2.0,3078,"2,695",139.0,5.5,16,169.0,48.71,48.71,28.8,38,28.8,38
358,MO,2008.0,3.0,3082,"2,645",139.0,6.5,16,200.0,55.21,55.21,27.6,38,27.6,38
359,MO,2008.0,4.0,3061,"2,661",139.0,6.8,21,209.0,67.65,67.65,32.4,39,32.4,40
360,MS,2003.0,1.0,1292,"1,061",54.0,6.4,19,83.0,27.67,27.67,33.5,41,33.5,41
361,MS,2003.0,2.0,1308,"1,071",54.0,6.6,15,86.0,25.53,25.53,29.7,44,29.7,44
362,MS,2003.0,3.0,1307,"1,070",54.0,6.1,17,80.0,26.36,26.36,32.8,33,32.8,33
363,MS,2003.0,4.0,1311,"1,082",54.0,5.4,21,71.0,21.9,21.9,30.7,39,30.7,39
364,MS,2004.0,1.0,1304,"1,067",54.0,5.7,31,75.0,23.19,23.19,31.0,41,31.0,41
365,MS,2004.0,2.0,1320,"1,084",54.0,6.1,12,80.0,21.06,21.06,26.2,44,26.2,44
366,MS,2004.0,3.0,1320,"1,081",54.0,6.4,7,85.0,22.55,22.55,26.7,37,26.7,37
367,MS,2004.0,4.0,1316,"1,089",54.0,6.4,8,84.0,18.61,18.61,22.2,48,22.2,48
368,MS,2005.0,1.0,1311,"1,079",55.0,6.9,8,90.0,19.15,19.15,21.2,51,21.2,51
369,MS,2005.0,2.0,1330,"1,093",55.0,7.2,3,95.0,17.86,17.86,18.8,52,18.8,52
370,MS,2005.0,3.0,1333,"1,083",55.0,8.3,3,111.0,25.59,25.59,23.1,41,23.1,41
371,MS,2005.0,4.0,1296,"1,087",55.0,8.0,4,104.0,47.01,47.01,45.1,10,45.1,10
372,MS,2006.0,1.0,1262,"1,078",55.0,6.5,6,82.0,30.91,30.91,37.9,29,37.9,29
373,MS,2006.0,2.0,1279,"1,098",55.0,6.3,6,81.0,18.97,18.97,23.4,41,23.4,41
374,MS,2006.0,3.0,1288,"1,098",55.0,6.6,6,85.0,18.9,18.9,22.2,44,22.2,44
375,MS,2006.0,4.0,1294,"1,111",55.0,6.0,7,77.0,16.49,16.49,21.3,50,21.3,50
376,MS,2007.0,1.0,1282,"1,098",56.0,6.4,6,82.0,19.1,19.1,23.4,50,23.4,50
377,MS,2007.0,2.0,1292,"1,111",56.0,6.3,4,81.0,18.63,18.63,23.0,47,23.0,47
378,MS,2007.0,3.0,1297,"1,108",56.0,6.3,4,82.0,20.46,20.46,25.0,42,25.0,42
379,MS,2007.0,4.0,1302,"1,120",56.0,5.7,7,75.0,17.65,17.65,23.7,49,23.7,49
380,MS,2008.0,1.0,1292,"1,107",57.0,6.1,9,79.0,21.61,21.61,27.4,45,27.4,45
381,MS,2008.0,2.0,1303,"1,116",57.0,6.5,5,85.0,21.05,21.05,24.8,45,24.8,45
382,MS,2008.0,3.0,1295,"1,098",57.0,7.2,8,93.0,25.67,25.67,27.6,38,27.6,38
383,MS,2008.0,4.0,1282,"1,097",56.0,7.0,16,89.0,29.67,29.67,33.2,38,33.2,39
384,MT,2003.0,1.0,466,369,33.0,5.5,36,26.0,13.74,13.74,53.3,14,53.3,16
385,MT,2003.0,2.0,472,383,33.0,4.6,42,22.0,8.85,8.85,41.1,22,41.1,22
386,MT,2003.0,3.0,474,381,34.0,4.2,47,20.0,6.85,6.85,34.3,29,34.3,29
387,MT,2003.0,4.0,470,384,34.0,4.6,39,22.0,9.08,9.08,41.7,21,41.7,21
388,MT,2004.0,1.0,470,374,34.0,5.6,34,26.0,13.58,13.58,51.3,13,51.3,13
389,MT,2004.0,2.0,480,395,35.0,4.4,42,21.0,7.3,7.3,34.9,24,34.9,24
390,MT,2004.0,3.0,484,393,35.0,3.9,45,19.0,5.09,5.09,27.0,36,27.0,36
391,MT,2004.0,4.0,478,396,35.0,4.2,39,20.0,6.81,6.81,34.1,24,34.1,24
392,MT,2005.0,1.0,477,386,35.0,5.2,34,25.0,11.53,11.53,46.4,14,46.4,14
393,MT,2005.0,2.0,486,403,35.0,3.9,43,19.0,6.63,6.63,34.6,21,34.6,21
394,MT,2005.0,3.0,492,404,35.0,3.5,45,17.0,4.84,4.84,28.0,33,28.0,33
395,MT,2005.0,4.0,487,407,36.0,3.7,41,18.0,6.65,6.65,37.0,22,37.0,22
396,MT,2006.0,1.0,486,400,36.0,4.3,36,21.0,10.84,10.84,51.9,10,51.9,10
397,MT,2006.0,2.0,497,418,36.0,3.2,45,16.0,6.09,6.09,37.7,18,37.7,18
398,MT,2006.0,3.0,502,415,36.0,2.8,46,14.0,4.59,4.59,32.1,22,32.1,22
399,MT,2006.0,4.0,496,418,37.0,2.9,45,14.0,7.04,7.04,48.8,10,48.8,10
400,MT,2007.0,1.0,497,411,37.0,3.6,46,18.0,10.66,10.66,58.9,8,58.9,8
401,MT,2007.0,2.0,506,428,37.0,3.0,45,15.0,6.28,6.28,40.9,15,40.9,15
402,MT,2007.0,3.0,512,426,38.0,3.1,46,16.0,5.0,5.0,31.2,25,31.2,25
403,MT,2007.0,4.0,506,428,38.0,3.6,37,18.0,7.28,7.28,39.6,20,39.6,20
404,MT,2008.0,1.0,506,416,38.0,4.8,32,24.0,12.65,12.65,52.5,12,52.5,12
405,MT,2008.0,2.0,513,429,38.0,4.2,39,21.0,7.83,7.83,36.6,22,36.6,22
406,MT,2008.0,3.0,519,427,38.0,4.4,42,23.0,6.43,6.43,28.5,34,28.5,34
407,MT,2008.0,4.0,511,423,38.0,5.5,34,28.0,11.73,11.73,41.8,19,41.8,20
408,NE,2003.0,1.0,959,843,46.0,4.2,51,40.0,18.34,18.34,45.8,25,45.8,25
409,NE,2003.0,2.0,973,864,45.0,4.1,50,39.0,14.62,14.62,37.0,29,37.0,29
410,NE,2003.0,3.0,968,862,45.0,4.0,50,38.0,13.71,13.72,35.9,26,35.9,26
411,NE,2003.0,4.0,968,866,46.0,3.6,51,35.0,13.94,13.94,40.2,24,40.2,24
412,NE,2004.0,1.0,967,845,46.0,4.3,49,41.0,17.98,17.98,43.5,24,43.5,24
413,NE,2004.0,2.0,978,871,46.0,3.9,46,38.0,12.5,12.5,33.2,25,33.2,25
414,NE,2004.0,3.0,978,872,46.0,3.8,47,37.0,12.25,12.25,32.8,22,32.8,22
415,NE,2004.0,4.0,972,874,46.0,3.6,47,35.0,12.39,12.39,35.1,23,35.1,23
416,NE,2005.0,1.0,968,857,47.0,4.3,45,42.0,16.63,16.63,39.6,25,39.6,25
417,NE,2005.0,2.0,977,881,46.0,3.8,46,37.0,11.68,11.68,31.2,25,31.2,25
418,NE,2005.0,3.0,975,882,47.0,3.6,44,35.0,11.08,11.08,31.3,24,31.3,24
419,NE,2005.0,4.0,971,884,47.0,3.4,43,33.0,11.25,11.25,34.5,25,34.5,25
420,NE,2006.0,1.0,961,868,47.0,3.4,51,33.0,13.91,13.91,42.5,22,42.5,22
421,NE,2006.0,2.0,974,891,47.0,3.0,48,29.0,10.08,10.08,34.4,24,34.4,25
422,NE,2006.0,3.0,976,891,47.0,3.0,45,30.0,9.54,9.54,32.1,22,32.1,22
423,NE,2006.0,4.0,975,896,48.0,2.7,49,26.0,10.18,10.18,38.9,22,38.9,22
424,NE,2007.0,1.0,968,878,48.0,3.1,49,30.0,13.01,13.01,43.1,23,43.1,23
425,NE,2007.0,2.0,982,905,48.0,2.9,47,29.0,9.14,9.14,31.9,30,31.9,30
426,NE,2007.0,3.0,984,909,48.0,3.0,47,29.0,8.82,8.82,30.3,28,30.3,28
427,NE,2007.0,4.0,982,910,48.0,2.7,49,27.0,9.14,9.14,34.0,31,34.0,31
428,NE,2008.0,1.0,978,892,49.0,3.3,49,32.0,12.75,12.75,40.0,29,40.0,29
429,NE,2008.0,2.0,993,914,48.0,3.1,49,31.0,9.4,9.4,30.6,36,30.6,36
430,NE,2008.0,3.0,991,911,48.0,3.3,49,33.0,9.48,9.48,29.1,33,29.1,33
431,NE,2008.0,4.0,988,911,48.0,3.3,51,33.0,12.46,12.46,37.7,31,37.7,31
432,NH,2003.0,1.0,705,583,39.0,4.9,47,35.0,11.74,11.74,33.8,40,33.8,40
433,NH,2003.0,2.0,707,598,39.0,4.4,46,31.0,8.91,8.91,28.4,48,28.4,48
434,NH,2003.0,3.0,714,600,39.0,4.4,44,32.0,8.15,8.15,25.9,48,25.9,48
435,NH,2003.0,4.0,709,605,40.0,4.0,45,29.0,7.64,7.64,26.6,50,26.6,50
436,NH,2004.0,1.0,711,591,39.0,4.6,44,33.0,10.33,10.33,31.4,39,31.4,39
437,NH,2004.0,2.0,712,608,39.0,3.9,46,28.0,6.9,6.9,25.0,46,25.0,46
438,NH,2004.0,3.0,723,608,40.0,3.5,48,25.0,6.16,6.16,24.3,46,24.3,46
439,NH,2004.0,4.0,716,614,40.0,3.2,50,23.0,5.78,5.78,25.0,43,25.0,43
440,NH,2005.0,1.0,719,599,40.0,4.1,49,30.0,8.99,8.99,30.2,36,30.2,36
441,NH,2005.0,2.0,725,616,40.0,3.5,49,26.0,6.17,6.17,24.0,42,24.0,42
442,NH,2005.0,3.0,734,616,40.0,3.5,45,26.0,5.38,5.38,20.9,45,20.9,45
443,NH,2005.0,4.0,727,621,41.0,3.4,43,25.0,5.16,5.16,21.1,46,21.1,46
444,NH,2006.0,1.0,725,608,40.0,3.9,45,28.0,8.75,8.75,31.1,37,31.1,37
445,NH,2006.0,2.0,729,622,40.0,3.4,42,25.0,6.18,6.18,25.1,38,25.1,38
446,NH,2006.0,3.0,740,622,41.0,3.4,43,25.0,5.99,5.99,23.5,41,23.5,41
447,NH,2006.0,4.0,735,626,41.0,3.4,41,25.0,5.76,5.76,23.3,48,23.3,48
448,NH,2007.0,1.0,736,611,40.0,4.2,36,31.0,9.65,9.65,31.2,40,31.2,40
449,NH,2007.0,2.0,736,626,41.0,3.6,38,26.0,6.94,6.94,26.5,41,26.5,41
450,NH,2007.0,3.0,744,625,41.0,3.2,45,24.0,6.21,6.21,25.8,40,25.8,40
451,NH,2007.0,4.0,736,628,41.0,3.0,47,22.0,6.5,6.5,29.0,37,29.0,37
452,NH,2008.0,1.0,739,614,41.0,3.9,44,29.0,10.84,10.84,37.4,34,37.4,34
453,NH,2008.0,2.0,743,626,41.0,3.5,47,26.0,8.91,8.91,34.5,29,34.5,29
454,NH,2008.0,3.0,751,623,41.0,3.7,47,28.0,8.77,8.77,31.8,27,31.8,27
455,NH,2008.0,4.0,739,621,41.0,3.9,48,29.0,11.43,11.43,39.6,25,39.6,25
456,NV,2003.0,1.0,1142,"1,039",48.0,5.6,34,64.0,29.28,29.28,45.5,26,45.5,26
457,NV,2003.0,2.0,1148,"1,056",48.0,5.4,36,62.0,26.79,26.79,43.5,19,43.5,19
458,NV,2003.0,3.0,1153,"1,070",48.0,5.2,37,60.0,25.17,25.17,41.6,17,41.6,17
459,NV,2003.0,4.0,1159,"1,092",49.0,4.8,36,55.0,24.9,24.9,44.9,14,44.9,16
460,NV,2004.0,1.0,1164,"1,087",50.0,4.9,41,58.0,26.11,26.11,45.4,20,45.4,21
461,NV,2004.0,2.0,1171,"1,123",50.0,4.5,39,52.0,21.46,21.46,41.0,13,41.0,13
462,NV,2004.0,3.0,1185,"1,140",51.0,4.3,39,51.0,19.78,19.78,38.8,12,38.8,12
463,NV,2004.0,4.0,1194,"1,167",51.0,4.1,41,49.0,19.46,19.46,39.7,14,39.7,14
464,NV,2005.0,1.0,1203,"1,157",52.0,4.5,44,54.0,20.91,20.91,39.0,26,39.0,26
465,NV,2005.0,2.0,1221,"1,197",53.0,4.1,41,50.0,17.6,17.6,35.1,20,35.1,20
466,NV,2005.0,3.0,1240,"1,211",54.0,4.1,39,51.0,17.14,17.14,33.5,22,33.5,22
467,NV,2005.0,4.0,1250,"1,231",55.0,3.9,40,48.0,16.66,16.66,34.4,26,34.4,26
468,NV,2006.0,1.0,1261,"1,230",56.0,4.1,42,52.0,18.58,18.58,35.7,35,35.7,35
469,NV,2006.0,2.0,1282,"1,259",56.0,4.1,35,52.0,18.01,18.01,34.6,23,34.6,23
470,NV,2006.0,3.0,1303,"1,262",57.0,4.1,37,54.0,18.16,18.16,33.8,20,33.8,20
471,NV,2006.0,4.0,1319,"1,268",58.0,3.9,29,51.0,19.79,19.79,38.7,23,38.7,23
472,NV,2007.0,1.0,1329,"1,256",58.0,4.4,31,58.0,24.28,24.28,41.8,24,41.8,24
473,NV,2007.0,2.0,1338,"1,275",59.0,4.4,22,58.0,22.91,22.91,39.3,17,39.3,17
474,NV,2007.0,3.0,1352,"1,265",60.0,4.7,18,64.0,24.42,24.42,38.0,16,38.0,16
475,NV,2007.0,4.0,1358,"1,274",60.0,4.9,16,67.0,29.35,29.35,44.1,13,44.1,13
476,NV,2008.0,1.0,1364,"1,247",60.0,5.7,16,78.0,34.39,34.39,44.2,22,44.2,22
477,NV,2008.0,2.0,1371,"1,255",61.0,6.1,10,84.0,34.69,34.69,41.3,14,41.3,14
478,NV,2008.0,3.0,1379,"1,236",60.0,7.2,8,100.0,38.76,38.77,38.9,13,38.9,13
479,NV,2008.0,4.0,1378,"1,206",60.0,8.4,7,116.0,52.4,52.4,45.2,15,45.2,15
480,NC,2003.0,1.0,4241,"3,616",179.0,7.0,12,296.0,122.08,122.17,41.3,33,41.3,33
481,NC,2003.0,2.0,4309,"3,669",180.0,6.9,9,295.0,106.87,106.88,36.2,30,36.2,30
482,NC,2003.0,3.0,4295,"3,648",179.0,6.8,11,292.0,101.78,104.78,34.8,28,35.8,28
483,NC,2003.0,4.0,4297,"3,699",180.0,6.2,11,266.0,99.56,106.48,37.4,27,40.0,25
484,NC,2004.0,1.0,4264,"3,634",181.0,6.4,14,274.0,106.92,106.93,39.1,30,39.1,30
485,NC,2004.0,2.0,4287,"3,724",182.0,5.9,14,252.0,82.96,82.96,32.9,27,32.9,27
486,NC,2004.0,3.0,4305,"3,730",182.0,5.6,16,241.0,76.28,76.28,31.6,23,31.6,23
487,NC,2004.0,4.0,4295,"3,787",183.0,5.6,15,240.0,75.18,75.18,31.4,27,31.4,27
488,NC,2005.0,1.0,4291,"3,726",184.0,6.0,17,256.0,85.82,85.82,33.5,32,33.5,32
489,NC,2005.0,2.0,4344,"3,792",186.0,5.6,13,244.0,74.57,74.57,30.6,27,30.6,27
490,NC,2005.0,3.0,4380,"3,802",186.0,5.6,12,245.0,76.18,76.18,31.1,25,31.1,25
491,NC,2005.0,4.0,4380,"3,860",187.0,5.2,14,230.0,78.54,78.54,34.2,27,34.2,27
492,NC,2006.0,1.0,4372,"3,817",190.0,5.3,18,230.0,96.9,96.9,42.2,23,42.2,23
493,NC,2006.0,2.0,4451,"3,898",191.0,5.0,17,224.0,73.27,73.27,32.7,26,32.7,27
494,NC,2006.0,3.0,4500,"3,906",192.0,5.3,11,237.0,73.52,73.52,31.1,25,31.1,25
495,NC,2006.0,4.0,4522,"3,991",193.0,4.9,10,223.0,74.79,74.79,33.6,28,33.6,28
496,NC,2007.0,1.0,4491,"3,933",195.0,5.2,19,233.0,83.3,83.3,35.8,32,35.8,32
497,NC,2007.0,2.0,4529,"4,010",199.0,5.0,11,228.0,75.21,75.21,33.0,28,33.0,28
498,NC,2007.0,3.0,4550,"3,999",199.0,5.2,12,234.0,76.77,76.77,32.7,22,32.7,22
499,NC,2007.0,4.0,4544,"4,056",200.0,5.0,14,228.0,80.18,80.18,35.1,29,35.1,29
500,NC,2008.0,1.0,4526,"3,982",202.0,5.5,18,249.0,97.48,97.48,39.2,31,39.2,31
